goal_id,employee_id,goal_type,goal_category,goal_description,target_period,set_date,target_completion_date,progress_percentage,status,final_achievement_rate,manager_id
GOAL01896,EMP049,OKR,프로세스 개선,반복 업무 자동화로 시간 35% 절감,2022 Q4,2022-10-06,2023-01-04,90,완료,90.0,TL004
GOAL01897,EMP049,KPI,프로세스 개선,반복 업무 자동화로 시간 49% 절감,2022 Q4,2022-10-06,2023-01-04,84,완료,84.0,TL004
GOAL01898,EMP049,KPI,업무 성과,고객 만족도 18% 향상,2023 Q1,2023-01-06,2023-04-06,89,완료,89.0,TL004
GOAL01899,EMP049,MBO,프로세스 개선,업무 프로세스 효율성 32% 개선,2023 Q1,2023-01-06,2023-04-06,72,부분 달성,,TL004
GOAL01900,EMP049,KPI,프로젝트 완수,프로젝트 목표 품질 기준 94% 달성,2023 Q1,2023-01-06,2023-04-06,95,완료,95.0,TL004
GOAL01901,EMP049,KPI,업무 성과,매출 25% 향상,2023 Q1,2023-01-06,2023-04-06,97,완료,97.0,TL004
GOAL01902,EMP049,KPI,혁신 과제,신규 아이디어 제안 및 실행 2건,2023 Q2,2023-04-01,2023-06-30,100,완료,100.0,TL004
GOAL01903,EMP049,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q2,2023-04-01,2023-06-30,87,완료,87.0,TL004
GOAL01904,EMP049,OKR,프로세스 개선,반복 업무 자동화로 시간 39% 절감,2023 Q3,2023-07-04,2023-10-02,86,완료,86.0,TL004
GOAL01905,EMP049,OKR,업무 성과,생산성 14% 향상,2023 Q3,2023-07-04,2023-10-02,97,완료,97.0,TL004
GOAL01906,EMP049,KPI,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2023 Q3,2023-07-04,2023-10-02,81,완료,81.0,TL004
GOAL01907,EMP049,OKR,역량 개발,Python 역량 강화 교육 이수,2023 Q3,2023-07-04,2023-10-02,78,부분 달성,,TL004
GOAL01908,EMP049,OKR,프로젝트 완수,개발 프로젝트 일정 내 완수,2023 Q4,2023-10-01,2023-12-30,72,부분 달성,,TL004
GOAL01909,EMP049,OKR,프로세스 개선,업무 프로세스 효율성 34% 개선,2023 Q4,2023-10-01,2023-12-30,71,부분 달성,,TL004
GOAL01910,EMP049,KPI,역량 개발,AI/ML 역량 강화 교육 이수,2023 Q4,2023-10-01,2023-12-30,82,완료,82.0,TL004
GOAL01911,EMP049,MBO,혁신 과제,신규 아이디어 제안 및 실행 1건,2024 Q1,2024-01-02,2024-04-01,93,완료,93.0,TL004
GOAL01912,EMP049,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2024 Q1,2024-01-02,2024-04-01,74,부분 달성,,TL004
GOAL01913,EMP049,OKR,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2024 Q1,2024-01-02,2024-04-01,80,완료,80.0,TL004
GOAL01914,EMP049,OKR,업무 성과,품질 21% 향상,2024 Q2,2024-04-02,2024-07-01,97,완료,97.0,TL004
GOAL01915,EMP049,MBO,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2024 Q2,2024-04-02,2024-07-01,85,완료,85.0,TL004
GOAL01916,EMP049,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q3,2024-07-03,2024-10-01,97,완료,97.0,TL004
GOAL01917,EMP049,KPI,프로세스 개선,업무 프로세스 효율성 39% 개선,2024 Q3,2024-07-03,2024-10-01,100,완료,100.0,TL004
GOAL01918,EMP049,KPI,업무 성과,핵심 업무 지표 목표치 99% 달성,2024 Q4,2024-10-05,2025-01-03,85,완료,85.0,TL004
GOAL01919,EMP049,MBO,업무 성과,핵심 업무 지표 목표치 94% 달성,2024 Q4,2024-10-05,2025-01-03,97,완료,97.0,TL004
GOAL01920,EMP050,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q1,2022-01-02,2022-04-02,100,완료,100.0,TL004
GOAL01921,EMP050,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q1,2022-01-02,2022-04-02,71,부분 달성,,TL004
GOAL01922,EMP050,OKR,프로세스 개선,업무 프로세스 효율성 24% 개선,2022 Q1,2022-01-02,2022-04-02,95,완료,95.0,TL004
GOAL01923,EMP050,MBO,프로젝트 완수,개발 프로젝트 일정 내 완수,2022 Q2,2022-04-05,2022-07-04,80,완료,80.0,TL004
GOAL01924,EMP050,KPI,역량 개발,Python 역량 강화 교육 이수,2022 Q2,2022-04-05,2022-07-04,100,완료,100.0,TL004
GOAL01925,EMP050,OKR,프로세스 개선,반복 업무 자동화로 시간 26% 절감,2022 Q2,2022-04-05,2022-07-04,73,부분 달성,,TL004
GOAL01926,EMP050,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q2,2022-04-05,2022-07-04,94,완료,94.0,TL004
GOAL01927,EMP050,KPI,프로젝트 완수,프로젝트 목표 품질 기준 95% 달성,2022 Q3,2022-07-06,2022-10-04,100,완료,100.0,TL004
GOAL01928,EMP050,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q3,2022-07-06,2022-10-04,74,부분 달성,,TL004
GOAL01929,EMP050,KPI,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2022 Q3,2022-07-06,2022-10-04,83,완료,83.0,TL004
GOAL01930,EMP050,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q4,2022-10-04,2023-01-02,71,부분 달성,,TL004
GOAL01931,EMP050,OKR,프로세스 개선,업무 프로세스 효율성 15% 개선,2022 Q4,2022-10-04,2023-01-02,77,부분 달성,,TL004
GOAL01932,EMP050,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q1,2023-01-01,2023-04-01,85,완료,85.0,TL004
GOAL01933,EMP050,KPI,혁신 과제,신규 아이디어 제안 및 실행 1건,2023 Q1,2023-01-01,2023-04-01,73,부분 달성,,TL004
GOAL01934,EMP050,MBO,프로세스 개선,업무 프로세스 효율성 16% 개선,2023 Q2,2023-04-02,2023-07-01,86,완료,86.0,TL004
GOAL01935,EMP050,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q2,2023-04-02,2023-07-01,83,완료,83.0,TL004
GOAL01936,EMP050,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2023 Q2,2023-04-02,2023-07-01,76,부분 달성,,TL004
GOAL01937,EMP050,MBO,프로세스 개선,업무 프로세스 효율성 28% 개선,2023 Q2,2023-04-02,2023-07-01,79,부분 달성,,TL004
GOAL01938,EMP050,OKR,프로젝트 완수,프로젝트 목표 품질 기준 94% 달성,2023 Q3,2023-07-04,2023-10-02,85,완료,85.0,TL004
GOAL01939,EMP050,KPI,업무 성과,고객 만족도 27% 향상,2023 Q3,2023-07-04,2023-10-02,76,부분 달성,,TL004
GOAL01940,EMP050,KPI,프로젝트 완수,구축 프로젝트 일정 내 완수,2023 Q3,2023-07-04,2023-10-02,91,완료,91.0,TL004
GOAL01941,EMP050,MBO,프로세스 개선,반복 업무 자동화로 시간 20% 절감,2023 Q3,2023-07-04,2023-10-02,91,완료,91.0,TL004
GOAL01942,EMP050,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q4,2023-10-01,2023-12-30,75,부분 달성,,TL004
GOAL01943,EMP050,MBO,프로세스 개선,반복 업무 자동화로 시간 21% 절감,2023 Q4,2023-10-01,2023-12-30,77,부분 달성,,TL004
GOAL01944,EMP050,KPI,프로젝트 완수,개발 프로젝트 일정 내 완수,2023 Q4,2023-10-01,2023-12-30,95,완료,95.0,TL004
GOAL01945,EMP050,MBO,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q1,2024-01-07,2024-04-06,98,완료,98.0,TL004
GOAL01946,EMP050,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q1,2024-01-07,2024-04-06,94,완료,94.0,TL004
GOAL01947,EMP050,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q2,2024-04-07,2024-07-06,83,완료,83.0,TL004
GOAL01948,EMP050,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q2,2024-04-07,2024-07-06,96,완료,96.0,TL004
GOAL01949,EMP050,MBO,프로세스 개선,업무 프로세스 효율성 35% 개선,2024 Q2,2024-04-07,2024-07-06,95,완료,95.0,TL004
GOAL01950,EMP050,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2024 Q2,2024-04-07,2024-07-06,75,부분 달성,,TL004
GOAL01951,EMP050,KPI,업무 성과,핵심 업무 지표 목표치 114% 달성,2024 Q3,2024-07-06,2024-10-04,96,완료,96.0,TL004
GOAL01952,EMP050,MBO,업무 성과,품질 17% 향상,2024 Q3,2024-07-06,2024-10-04,95,완료,95.0,TL004
GOAL01953,EMP050,KPI,업무 성과,고객 만족도 18% 향상,2024 Q3,2024-07-06,2024-10-04,96,완료,96.0,TL004
GOAL01954,EMP050,OKR,역량 개발,리더십 역량 강화 교육 이수,2024 Q3,2024-07-06,2024-10-04,84,완료,84.0,TL004
GOAL01955,EMP050,OKR,프로젝트 완수,프로젝트 목표 품질 기준 90% 달성,2024 Q4,2024-10-02,2024-12-31,86,완료,86.0,TL004
GOAL01956,EMP050,MBO,역량 개발,AI/ML 역량 강화 교육 이수,2024 Q4,2024-10-02,2024-12-31,80,완료,80.0,TL004
GOAL01957,EMP050,MBO,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2024 Q4,2024-10-02,2024-12-31,83,완료,83.0,TL004
GOAL01958,EMP051,KPI,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2022 Q1,2022-01-07,2022-04-07,87,완료,87.0,TL004
GOAL01959,EMP051,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q1,2022-01-07,2022-04-07,96,완료,96.0,TL004
GOAL01960,EMP051,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2022 Q2,2022-04-07,2022-07-06,99,완료,99.0,TL004
GOAL01961,EMP051,OKR,프로세스 개선,업무 프로세스 효율성 36% 개선,2022 Q2,2022-04-07,2022-07-06,100,완료,100.0,TL004
GOAL01962,EMP051,MBO,프로젝트 완수,프로젝트 목표 품질 기준 91% 달성,2022 Q2,2022-04-07,2022-07-06,72,부분 달성,,TL004
GOAL01963,EMP051,KPI,역량 개발,데이터 분석 역량 강화 교육 이수,2022 Q2,2022-04-07,2022-07-06,96,완료,96.0,TL004
GOAL01964,EMP051,OKR,업무 성과,핵심 업무 지표 목표치 116% 달성,2022 Q3,2022-07-07,2022-10-05,72,부분 달성,,TL004
GOAL01965,EMP051,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q3,2022-07-07,2022-10-05,87,완료,87.0,TL004
GOAL01966,EMP051,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q3,2022-07-07,2022-10-05,98,완료,98.0,TL004
GOAL01967,EMP051,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q3,2022-07-07,2022-10-05,93,완료,93.0,TL004
GOAL01968,EMP051,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2022 Q4,2022-10-06,2023-01-04,82,완료,82.0,TL004
GOAL01969,EMP051,OKR,프로세스 개선,반복 업무 자동화로 시간 30% 절감,2022 Q4,2022-10-06,2023-01-04,83,완료,83.0,TL004
GOAL01970,EMP051,KPI,협업 강화,크로스 팀 협업 프로젝트 5건 이상 참여,2022 Q4,2022-10-06,2023-01-04,97,완료,97.0,TL004
GOAL01971,EMP051,OKR,프로세스 개선,업무 프로세스 효율성 20% 개선,2023 Q1,2023-01-04,2023-04-04,77,부분 달성,,TL004
GOAL01972,EMP051,KPI,업무 성과,생산성 12% 향상,2023 Q1,2023-01-04,2023-04-04,100,완료,100.0,TL004
GOAL01973,EMP051,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q1,2023-01-04,2023-04-04,85,완료,85.0,TL004
GOAL01974,EMP051,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q1,2023-01-04,2023-04-04,99,완료,99.0,TL004
GOAL01975,EMP051,MBO,업무 성과,생산성 12% 향상,2023 Q2,2023-04-05,2023-07-04,81,완료,81.0,TL004
GOAL01976,EMP051,MBO,협업 강화,크로스 팀 협업 프로젝트 2건 이상 참여,2023 Q2,2023-04-05,2023-07-04,95,완료,95.0,TL004
GOAL01977,EMP051,MBO,프로세스 개선,업무 프로세스 효율성 23% 개선,2023 Q2,2023-04-05,2023-07-04,74,부분 달성,,TL004
GOAL01978,EMP051,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q3,2023-07-05,2023-10-03,85,완료,85.0,TL004
GOAL01979,EMP051,OKR,업무 성과,생산성 14% 향상,2023 Q3,2023-07-05,2023-10-03,92,완료,92.0,TL004
GOAL01980,EMP051,OKR,업무 성과,핵심 업무 지표 목표치 116% 달성,2023 Q3,2023-07-05,2023-10-03,95,완료,95.0,TL004
GOAL01981,EMP051,MBO,프로세스 개선,반복 업무 자동화로 시간 48% 절감,2023 Q3,2023-07-05,2023-10-03,72,부분 달성,,TL004
GOAL01982,EMP051,OKR,프로세스 개선,업무 프로세스 효율성 22% 개선,2023 Q4,2023-10-04,2024-01-02,81,완료,81.0,TL004
GOAL01983,EMP051,MBO,역량 개발,리더십 역량 강화 교육 이수,2023 Q4,2023-10-04,2024-01-02,99,완료,99.0,TL004
GOAL01984,EMP051,OKR,역량 개발,데이터 분석 역량 강화 교육 이수,2023 Q4,2023-10-04,2024-01-02,95,완료,95.0,TL004
GOAL01985,EMP051,OKR,혁신 과제,신규 아이디어 제안 및 실행 1건,2023 Q4,2023-10-04,2024-01-02,71,부분 달성,,TL004
GOAL01986,EMP051,OKR,업무 성과,생산성 28% 향상,2024 Q1,2024-01-04,2024-04-03,83,완료,83.0,TL004
GOAL01987,EMP051,MBO,프로젝트 완수,구축 프로젝트 일정 내 완수,2024 Q1,2024-01-04,2024-04-03,84,완료,84.0,TL004
GOAL01988,EMP051,KPI,역량 개발,데이터 분석 역량 강화 교육 이수,2024 Q1,2024-01-04,2024-04-03,92,완료,92.0,TL004
GOAL01989,EMP051,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q1,2024-01-04,2024-04-03,93,완료,93.0,TL004
GOAL01990,EMP051,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q2,2024-04-01,2024-06-30,98,완료,98.0,TL004
GOAL01991,EMP051,MBO,프로세스 개선,반복 업무 자동화로 시간 35% 절감,2024 Q2,2024-04-01,2024-06-30,86,완료,86.0,TL004
GOAL01992,EMP051,KPI,업무 성과,핵심 업무 지표 목표치 113% 달성,2024 Q3,2024-07-05,2024-10-03,100,완료,100.0,TL004
GOAL01993,EMP051,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2024 Q3,2024-07-05,2024-10-03,87,완료,87.0,TL004
GOAL01994,EMP051,OKR,역량 개발,리더십 역량 강화 교육 이수,2024 Q3,2024-07-05,2024-10-03,73,부분 달성,,TL004
GOAL01995,EMP051,KPI,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q4,2024-10-07,2025-01-05,78,부분 달성,,TL004
GOAL01996,EMP051,OKR,프로세스 개선,업무 프로세스 효율성 38% 개선,2024 Q4,2024-10-07,2025-01-05,88,완료,88.0,TL004
GOAL01997,EMP052,MBO,프로젝트 완수,개발 프로젝트 일정 내 완수,2022 Q1,2022-01-02,2022-04-02,79,부분 달성,,TL004
GOAL01998,EMP052,KPI,업무 성과,핵심 업무 지표 목표치 115% 달성,2022 Q1,2022-01-02,2022-04-02,97,완료,97.0,TL004
GOAL01999,EMP052,MBO,프로세스 개선,업무 프로세스 효율성 31% 개선,2022 Q1,2022-01-02,2022-04-02,78,부분 달성,,TL004
GOAL02000,EMP052,MBO,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q1,2022-01-02,2022-04-02,87,완료,87.0,TL004
GOAL02001,EMP052,MBO,업무 성과,핵심 업무 지표 목표치 96% 달성,2022 Q2,2022-04-06,2022-07-05,70,부분 달성,,TL004
GOAL02002,EMP052,OKR,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2022 Q2,2022-04-06,2022-07-05,92,완료,92.0,TL004
GOAL02003,EMP052,KPI,역량 개발,Python 역량 강화 교육 이수,2022 Q3,2022-07-02,2022-09-30,88,완료,88.0,TL004
GOAL02004,EMP052,OKR,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2022 Q3,2022-07-02,2022-09-30,87,완료,87.0,TL004
GOAL02005,EMP052,MBO,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q3,2022-07-02,2022-09-30,79,부분 달성,,TL004
GOAL02006,EMP052,KPI,프로세스 개선,반복 업무 자동화로 시간 39% 절감,2022 Q3,2022-07-02,2022-09-30,88,완료,88.0,TL004
GOAL02007,EMP052,OKR,업무 성과,고객 만족도 14% 향상,2022 Q4,2022-10-02,2022-12-31,76,부분 달성,,TL004
GOAL02008,EMP052,KPI,프로세스 개선,반복 업무 자동화로 시간 22% 절감,2022 Q4,2022-10-02,2022-12-31,85,완료,85.0,TL004
GOAL02009,EMP052,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2022 Q4,2022-10-02,2022-12-31,70,부분 달성,,TL004
GOAL02010,EMP052,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2023 Q1,2023-01-04,2023-04-04,78,부분 달성,,TL004
GOAL02011,EMP052,OKR,프로젝트 완수,프로젝트 목표 품질 기준 100% 달성,2023 Q1,2023-01-04,2023-04-04,89,완료,89.0,TL004
GOAL02012,EMP052,MBO,프로젝트 완수,개선 프로젝트 일정 내 완수,2023 Q2,2023-04-04,2023-07-03,89,완료,89.0,TL004
GOAL02013,EMP052,MBO,프로세스 개선,반복 업무 자동화로 시간 37% 절감,2023 Q2,2023-04-04,2023-07-03,86,완료,86.0,TL004
GOAL02014,EMP052,KPI,프로젝트 완수,구축 프로젝트 일정 내 완수,2023 Q3,2023-07-05,2023-10-03,70,부분 달성,,TL004
GOAL02015,EMP052,KPI,업무 성과,고객 만족도 25% 향상,2023 Q3,2023-07-05,2023-10-03,73,부분 달성,,TL004
GOAL02016,EMP052,OKR,업무 성과,핵심 업무 지표 목표치 103% 달성,2023 Q4,2023-10-02,2023-12-31,80,완료,80.0,TL004
GOAL02017,EMP052,KPI,프로세스 개선,반복 업무 자동화로 시간 31% 절감,2023 Q4,2023-10-02,2023-12-31,81,완료,81.0,TL004
GOAL02018,EMP052,OKR,프로젝트 완수,프로젝트 목표 품질 기준 93% 달성,2024 Q1,2024-01-01,2024-03-31,86,완료,86.0,TL004
GOAL02019,EMP052,KPI,프로젝트 완수,개선 프로젝트 일정 내 완수,2024 Q1,2024-01-01,2024-03-31,98,완료,98.0,TL004
GOAL02020,EMP052,OKR,프로세스 개선,업무 프로세스 효율성 22% 개선,2024 Q1,2024-01-01,2024-03-31,74,부분 달성,,TL004
GOAL02021,EMP052,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q2,2024-04-02,2024-07-01,72,부분 달성,,TL004
GOAL02022,EMP052,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q2,2024-04-02,2024-07-01,70,부분 달성,,TL004
GOAL02023,EMP052,MBO,프로세스 개선,업무 프로세스 효율성 16% 개선,2024 Q2,2024-04-02,2024-07-01,99,완료,99.0,TL004
GOAL02024,EMP052,KPI,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q2,2024-04-02,2024-07-01,98,완료,98.0,TL004
GOAL02025,EMP052,KPI,프로젝트 완수,개발 프로젝트 일정 내 완수,2024 Q3,2024-07-02,2024-09-30,93,완료,93.0,TL004
GOAL02026,EMP052,KPI,프로세스 개선,업무 프로세스 효율성 25% 개선,2024 Q3,2024-07-02,2024-09-30,79,부분 달성,,TL004
GOAL02027,EMP052,MBO,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2024 Q3,2024-07-02,2024-09-30,89,완료,89.0,TL004
GOAL02028,EMP052,OKR,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q4,2024-10-05,2025-01-03,95,완료,95.0,TL004
GOAL02029,EMP052,MBO,협업 강화,지식 공유 세션 주도 및 팀 역량 향상 기여,2024 Q4,2024-10-05,2025-01-03,70,부분 달성,,TL004
GOAL02030,EMP052,KPI,업무 성과,핵심 업무 지표 목표치 91% 달성,2024 Q4,2024-10-05,2025-01-03,83,완료,83.0,TL004
GOAL02031,EMP053,MBO,프로세스 개선,업무 프로세스 효율성 19% 개선,2022 Q1,2022-01-01,2022-04-01,91,완료,91.0,TL004
GOAL02032,EMP053,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q1,2022-01-01,2022-04-01,77,부분 달성,,TL004
GOAL02033,EMP053,KPI,혁신 과제,신규 아이디어 제안 및 실행 3건,2022 Q2,2022-04-06,2022-07-05,97,완료,97.0,TL004
GOAL02034,EMP053,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q2,2022-04-06,2022-07-05,99,완료,99.0,TL004
GOAL02035,EMP053,KPI,혁신 과제,신규 아이디어 제안 및 실행 2건,2022 Q2,2022-04-06,2022-07-05,72,부분 달성,,TL004
GOAL02036,EMP053,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q3,2022-07-04,2022-10-02,77,부분 달성,,TL004
GOAL02037,EMP053,MBO,협업 강화,크로스 팀 협업 프로젝트 3건 이상 참여,2022 Q3,2022-07-04,2022-10-02,84,완료,84.0,TL004
GOAL02038,EMP053,MBO,역량 개발,리더십 역량 강화 교육 이수,2022 Q3,2022-07-04,2022-10-02,92,완료,92.0,TL004
GOAL02039,EMP053,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2022 Q4,2022-10-03,2023-01-01,77,부분 달성,,TL004
GOAL02040,EMP053,MBO,업무 성과,핵심 업무 지표 목표치 105% 달성,2022 Q4,2022-10-03,2023-01-01,95,완료,95.0,TL004
GOAL02041,EMP053,OKR,프로젝트 완수,구축 프로젝트 일정 내 완수,2022 Q4,2022-10-03,2023-01-01,94,완료,94.0,TL004
GOAL02042,EMP053,MBO,협업 강화,크로스 팀 협업 프로젝트 4건 이상 참여,2023 Q1,2023-01-04,2023-04-04,84,완료,84.0,TL004
GOAL02043,EMP053,KPI,업무 성과,품질 18% 향상,2023 Q1,2023-01-04,2023-04-04,98,완료,98.0,TL004
GOAL02044,EMP053,OKR,혁신 과제,혁신 활동을 통한 비용 절감 또는 수익 창출,2023 Q2,2023-04-04,2023-07-03,80,완료,80.0,TL004
GOAL02045,EMP053,OKR,프로젝트 완수,프로젝트 목표 품질 기준 95% 달성,2023 Q2,2023-04-04,2023-07-03,77,부분 달성,,TL004
GOAL02046,EMP053,OKR,혁신 과제,신규 아이디어 제안 및 실행 3건,2023 Q3,2023-07-01,2023-09-29,72,부분 달성,,TL004
GOAL02047,EMP053,OKR,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q3,2023-07-01,2023-09-29,81,완료,81.0,TL004
GOAL02048,EMP053,MBO,프로세스 개선,반복 업무 자동화로 시간 38% 절감,2023 Q3,2023-07-01,2023-09-29,99,완료,99.0,TL004
GOAL02049,EMP053,KPI,업무 성과,핵심 업무 지표 목표치 116% 달성,2023 Q4,2023-10-02,2023-12-31,87,완료,87.0,TL004
GOAL02050,EMP053,MBO,프로젝트 완수,프로젝트 목표 품질 기준 95% 달성,2023 Q4,2023-10-02,2023-12-31,90,완료,90.0,TL004
GOAL02051,EMP053,KPI,역량 개발,신규 기술 스택 학습 및 프로젝트 적용,2023 Q4,2023-10-02,2023-12-31,74,부분 달성,,TL004
GOAL02052,EMP053,MBO,프로젝트 완수,프로젝트 목표 품질 기준 96% 달성,2024 Q1,2024-01-04,2024-04-03,74,부분 달성,,TL004
