meeting_id,employee_id,manager_id,meeting_datetime,duration_minutes,discussion_topics,action_items,next_meeting_scheduled,employee_satisfaction_score,meeting_status
MTG001382,EMP030,TL003,2024-08-04 11:00:00,45,최근 프로젝트 피드백 | 업무 만족도 및 고충 상담 | 차기 평가 준비,다음 분기까지 완료,2024-09-03,3.6,완료
MTG001383,EMP030,TL003,2024-09-04 11:00:00,30,교육 및 개발 기회 논의 | 업무 만족도 및 고충 상담,교육 신청 | 다음 주까지 실행,2024-10-05,3.9,완료
MTG001384,EMP030,TL003,2024-09-22 12:00:00,60,팀 협업 및 커뮤니케이션 | 차기 평가 준비 | 교육 및 개발 기회 논의,이번 달 내 검토,2024-10-26,4.8,완료
MTG001385,EMP030,TL003,2024-10-23 14:30:00,60,업무 만족도 및 고충 상담 | 업무 진행 상황 점검,이번 달 내 실행,2024-11-24,4.9,완료
MTG001386,EMP030,TL003,2024-11-30 15:00:00,60,차기 평가 준비 | 개인 역량 개발 계획 | 교육 및 개발 기회 논의,피드백 반영 | 이번 달 내 완료,2025-01-01,4.1,완료
MTG001387,EMP030,TL003,2025-01-04 15:00:00,30,업무 만족도 및 고충 상담 | 차기 평가 준비 | 업무 진행 상황 점검,피드백 반영,2025-02-03,4.1,완료
MTG001388,EMP030,TL003,2025-02-16 12:00:00,30,업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담,교육 신청 | 다음 주까지 완료,2025-03-18,4.4,완료
MTG001389,EMP030,TL003,2025-03-04 10:00:00,45,업무 진행 상황 점검 | 성과 목표 검토 및 조정 | 교육 및 개발 기회 논의,다음 주까지 실행 | 피드백 반영,2025-03-29,4.3,완료
MTG001390,EMP030,TL003,2025-03-24 12:00:00,45,차기 평가 준비 | 업무 진행 상황 점검,이번 달 내 검토 | 프로젝트 배정,2025-04-24,3.6,완료
MTG001391,EMP030,TL003,2025-05-15 16:00:00,30,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,교육 신청 | 이번 달 내 검토,2025-06-14,4.4,완료
MTG001392,EMP030,TL003,2025-05-26 11:30:00,30,팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정 | 업무 만족도 및 고충 상담,역량 개발 계획 수립,2025-06-28,3.5,완료
MTG001393,EMP030,TL003,2025-06-26 11:30:00,30,교육 및 개발 기회 논의 | 성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션,프로젝트 배정 | 다음 주까지 완료,2025-07-28,3.5,완료
MTG001394,EMP030,TL003,2025-08-08 16:30:00,30,업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션,목표 수정 | 다음 분기까지 검토,2025-09-09,4.7,완료
MTG001395,EMP030,TL003,2025-08-30 14:30:00,60,차기 평가 준비 | 개인 역량 개발 계획 | 업무 진행 상황 점검,목표 수정,2025-09-24,4.2,완료
MTG001396,EMP030,TL003,2025-09-20 16:30:00,45,차기 평가 준비 | 커리어 개발 논의 | 업무 만족도 및 고충 상담,프로젝트 배정 | 이번 달 내 실행,2025-10-22,4.2,완료
MTG001397,EMP030,TL003,2025-10-28 11:30:00,45,성과 목표 검토 및 조정 | 개인 역량 개발 계획 | 최근 프로젝트 피드백,목표 수정,2025-11-29,4.0,완료
MTG001398,EMP031,TL003,2023-01-05 16:30:00,60,업무 진행 상황 점검 | 교육 및 개발 기회 논의 | 차기 평가 준비,다음 분기까지 검토 | 목표 수정,2023-02-04,3.9,완료
MTG001399,EMP031,TL003,2023-02-03 12:30:00,60,개인 역량 개발 계획 | 성과 목표 검토 및 조정,교육 신청 | 다음 분기까지 실행,2023-03-02,4.2,완료
MTG001400,EMP031,TL003,2023-03-05 10:00:00,60,업무 만족도 및 고충 상담 | 개인 역량 개발 계획 | 차기 평가 준비,프로젝트 배정,2023-04-04,4.5,완료
MTG001401,EMP031,TL003,2023-04-21 10:30:00,60,최근 프로젝트 피드백 | 성과 목표 검토 및 조정,다음 분기까지 완료 | 교육 신청,2023-05-25,4.7,완료
MTG001402,EMP031,TL003,2023-05-16 16:30:00,30,팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정,다음 분기까지 검토 | 교육 신청,2023-06-20,3.9,완료
MTG001403,EMP031,TL003,2023-05-31 13:30:00,45,최근 프로젝트 피드백 | 업무 진행 상황 점검 | 차기 평가 준비,프로젝트 배정,2023-07-02,4.6,완료
MTG001404,EMP031,TL003,2023-07-24 11:00:00,30,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,다음 분기까지 검토 | 피드백 반영,2023-08-20,3.8,완료
MTG001405,EMP031,TL003,2023-08-15 11:00:00,45,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정,피드백 반영 | 이번 달 내 실행,2023-09-15,4.8,완료
MTG001406,EMP031,TL003,2023-09-25 15:30:00,30,업무 관련 어려움 및 지원 사항 | 개인 역량 개발 계획 | 성과 목표 검토 및 조정,다음 분기까지 실행,2023-10-27,4.3,완료
MTG001407,EMP031,TL003,2023-10-24 13:00:00,30,성과 목표 검토 및 조정 | 차기 평가 준비,다음 주까지 실행,2023-11-27,3.9,완료
MTG001408,EMP031,TL003,2023-11-23 11:00:00,30,차기 평가 준비 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,다음 주까지 실행,2023-12-26,4.9,완료
MTG001409,EMP031,TL003,2023-12-02 13:00:00,45,성과 목표 검토 및 조정 | 업무 만족도 및 고충 상담,목표 수정,2023-12-28,3.6,완료
MTG001410,EMP031,TL003,2024-01-09 15:00:00,60,교육 및 개발 기회 논의 | 성과 목표 검토 및 조정 | 업무 관련 어려움 및 지원 사항,교육 신청,2024-02-10,4.8,완료
MTG001411,EMP031,TL003,2024-02-10 11:30:00,30,업무 만족도 및 고충 상담 | 차기 평가 준비 | 성과 목표 검토 및 조정,역량 개발 계획 수립 | 다음 분기까지 실행,2024-03-08,4.3,완료
MTG001412,EMP031,TL003,2024-03-15 14:30:00,60,개인 역량 개발 계획 | 커리어 개발 논의 | 업무 진행 상황 점검,이번 달 내 검토,2024-04-13,4.7,완료
MTG001413,EMP031,TL003,2024-04-22 10:30:00,45,성과 목표 검토 및 조정 | 개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항,목표 수정 | 다음 주까지 실행,2024-05-20,4.9,완료
MTG001414,EMP031,TL003,2024-05-14 11:00:00,60,교육 및 개발 기회 논의 | 최근 프로젝트 피드백,다음 분기까지 검토,2024-06-10,5.0,완료
MTG001415,EMP031,TL003,2024-06-13 15:30:00,60,업무 관련 어려움 및 지원 사항 | 커리어 개발 논의,이번 달 내 실행,2024-07-10,4.6,완료
MTG001416,EMP031,TL003,2024-07-13 10:00:00,45,업무 만족도 및 고충 상담 | 개인 역량 개발 계획 | 성과 목표 검토 및 조정,역량 개발 계획 수립,2024-08-17,4.8,완료
MTG001417,EMP031,TL003,2024-08-12 15:30:00,60,최근 프로젝트 피드백 | 교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션,다음 분기까지 완료 | 목표 수정,2024-09-07,4.7,완료
MTG001418,EMP031,TL003,2024-09-07 10:00:00,60,성과 목표 검토 및 조정 | 업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,다음 분기까지 검토 | 피드백 반영,2024-10-08,4.2,완료
MTG001419,EMP031,TL003,2024-10-01 10:30:00,30,차기 평가 준비 | 교육 및 개발 기회 논의 | 업무 진행 상황 점검,피드백 반영,2024-10-31,4.9,완료
MTG001420,EMP031,TL003,2024-11-02 11:30:00,60,차기 평가 준비 | 최근 프로젝트 피드백,프로젝트 배정 | 이번 달 내 완료,2024-12-05,4.8,완료
MTG001421,EMP031,TL003,2024-11-27 12:00:00,45,개인 역량 개발 계획 | 최근 프로젝트 피드백 | 성과 목표 검토 및 조정,역량 개발 계획 수립 | 다음 주까지 실행,2024-12-28,4.6,완료
MTG001422,EMP031,TL003,2024-12-29 12:30:00,45,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,피드백 반영 | 다음 분기까지 완료,2025-02-01,4.2,완료
MTG001423,EMP031,TL003,2025-02-05 11:00:00,30,업무 만족도 및 고충 상담 | 업무 관련 어려움 및 지원 사항,다음 분기까지 완료,2025-03-07,4.6,완료
MTG001424,EMP031,TL003,2025-02-23 14:00:00,60,성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션 | 차기 평가 준비,교육 신청,2025-03-25,3.7,완료
MTG001425,EMP031,TL003,2025-04-14 13:30:00,45,개인 역량 개발 계획 | 성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립 | 다음 주까지 검토,2025-05-19,4.1,완료
MTG001426,EMP031,TL003,2025-04-30 13:30:00,60,최근 프로젝트 피드백 | 차기 평가 준비 | 업무 관련 어려움 및 지원 사항,다음 분기까지 검토 | 교육 신청,2025-05-27,4.9,완료
MTG001427,EMP031,TL003,2025-06-06 16:30:00,60,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립,2025-07-08,3.9,완료
MTG001428,EMP031,TL003,2025-07-14 15:30:00,30,업무 진행 상황 점검 | 성과 목표 검토 및 조정 | 개인 역량 개발 계획,다음 주까지 검토,2025-08-14,3.9,완료
MTG001429,EMP031,TL003,2025-08-02 16:30:00,45,교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션 | 차기 평가 준비,교육 신청 | 다음 분기까지 실행,2025-09-04,4.5,완료
MTG001430,EMP031,TL003,2025-08-29 12:00:00,30,성과 목표 검토 및 조정 | 최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,다음 주까지 완료,2025-09-29,4.0,완료
MTG001431,EMP031,TL003,2025-10-15 12:00:00,45,업무 관련 어려움 및 지원 사항 | 개인 역량 개발 계획,다음 분기까지 실행,2025-11-12,3.8,완료
MTG001432,EMP031,TL003,2025-11-09 13:00:00,60,업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션,피드백 반영 | 다음 주까지 검토,2025-12-11,3.5,완료
MTG001433,EMP032,TL003,2023-01-07 13:30:00,30,업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,교육 신청,2023-02-07,4.9,완료
MTG001434,EMP032,TL003,2023-02-06 14:30:00,30,업무 관련 어려움 및 지원 사항 | 커리어 개발 논의 | 업무 진행 상황 점검,피드백 반영,2023-03-08,4.0,완료
MTG001435,EMP032,TL003,2023-03-14 15:30:00,45,성과 목표 검토 및 조정 | 커리어 개발 논의 | 팀 협업 및 커뮤니케이션,교육 신청 | 다음 분기까지 완료,2023-04-18,4.8,완료
MTG001436,EMP032,TL003,2023-04-18 14:30:00,60,개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검,목표 수정,2023-05-17,4.8,완료
MTG001437,EMP032,TL003,2023-05-26 15:30:00,30,최근 프로젝트 피드백 | 개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항,다음 주까지 실행,2023-06-28,4.0,완료
MTG001438,EMP032,TL003,2023-06-25 11:00:00,30,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항,목표 수정,2023-07-22,4.3,완료
MTG001439,EMP032,TL003,2023-07-11 12:00:00,30,커리어 개발 논의 | 팀 협업 및 커뮤니케이션 | 업무 만족도 및 고충 상담,다음 주까지 실행,2023-08-09,3.7,완료
MTG001440,EMP032,TL003,2023-08-16 11:00:00,30,커리어 개발 논의 | 최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,프로젝트 배정 | 다음 분기까지 실행,2023-09-18,4.7,완료
MTG001441,EMP032,TL003,2023-09-24 12:00:00,45,교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정,프로젝트 배정 | 이번 달 내 검토,2023-10-20,4.4,완료
MTG001442,EMP032,TL003,2023-10-15 12:30:00,60,업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션,다음 분기까지 완료 | 피드백 반영,2023-11-19,4.6,완료
MTG001443,EMP032,TL003,2023-11-19 10:30:00,45,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,프로젝트 배정 | 이번 달 내 실행,2023-12-16,4.6,완료
MTG001444,EMP032,TL003,2023-12-16 16:00:00,45,교육 및 개발 기회 논의 | 업무 진행 상황 점검,다음 주까지 완료 | 교육 신청,2024-01-16,4.1,완료
MTG001445,EMP032,TL003,2024-01-15 11:00:00,30,최근 프로젝트 피드백 | 성과 목표 검토 및 조정,다음 분기까지 실행,2024-02-11,4.7,완료
MTG001446,EMP032,TL003,2024-02-09 15:00:00,30,교육 및 개발 기회 논의 | 성과 목표 검토 및 조정 | 최근 프로젝트 피드백,교육 신청 | 다음 주까지 완료,2024-03-13,4.6,완료
MTG001447,EMP032,TL003,2024-03-12 13:30:00,45,업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,다음 분기까지 실행,2024-04-13,4.0,완료
MTG001448,EMP032,TL003,2024-04-22 12:00:00,30,팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정,프로젝트 배정 | 이번 달 내 검토,2024-05-25,4.7,완료
MTG001449,EMP032,TL003,2024-04-29 11:30:00,60,개인 역량 개발 계획 | 업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의,교육 신청,2024-06-01,3.7,완료
MTG001450,EMP032,TL003,2024-06-18 13:00:00,60,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,이번 달 내 실행 | 목표 수정,2024-07-21,3.5,완료
MTG001451,EMP032,TL003,2024-07-04 12:30:00,60,업무 만족도 및 고충 상담 | 커리어 개발 논의,피드백 반영,2024-08-02,4.4,완료
MTG001452,EMP032,TL003,2024-08-19 15:30:00,60,업무 관련 어려움 및 지원 사항 | 개인 역량 개발 계획,다음 주까지 완료,2024-09-15,3.7,완료
MTG001453,EMP032,TL003,2024-08-23 15:30:00,30,업무 진행 상황 점검 | 최근 프로젝트 피드백,교육 신청,2024-09-18,4.4,완료
MTG001454,EMP032,TL003,2024-10-11 11:00:00,45,커리어 개발 논의 | 업무 만족도 및 고충 상담,역량 개발 계획 수립,2024-11-12,3.7,완료
MTG001455,EMP032,TL003,2024-10-22 16:30:00,30,커리어 개발 논의 | 업무 진행 상황 점검 | 개인 역량 개발 계획,피드백 반영,2024-11-24,4.7,완료
MTG001456,EMP032,TL003,2024-12-19 10:00:00,45,차기 평가 준비 | 교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션,피드백 반영,2025-01-18,4.3,완료
MTG001457,EMP032,TL003,2025-01-16 15:30:00,60,성과 목표 검토 및 조정 | 개인 역량 개발 계획,다음 분기까지 완료,2025-02-17,3.9,완료
MTG001458,EMP032,TL003,2025-02-05 11:00:00,45,최근 프로젝트 피드백 | 커리어 개발 논의,프로젝트 배정,2025-03-10,4.6,완료
MTG001459,EMP032,TL003,2025-03-09 12:00:00,60,최근 프로젝트 피드백 | 개인 역량 개발 계획 | 교육 및 개발 기회 논의,역량 개발 계획 수립 | 이번 달 내 완료,2025-04-06,3.6,완료
MTG001460,EMP032,TL003,2025-04-14 13:00:00,60,커리어 개발 논의 | 팀 협업 및 커뮤니케이션,이번 달 내 완료,2025-05-12,4.6,완료
MTG001461,EMP032,TL003,2025-05-06 11:30:00,60,성과 목표 검토 및 조정 | 업무 관련 어려움 및 지원 사항,교육 신청,2025-06-10,4.4,완료
MTG001462,EMP032,TL003,2025-06-16 14:30:00,45,교육 및 개발 기회 논의 | 업무 관련 어려움 및 지원 사항 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립,2025-07-13,3.5,완료
MTG001463,EMP032,TL003,2025-07-05 16:00:00,30,업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항 | 성과 목표 검토 및 조정,다음 분기까지 실행,2025-08-07,3.7,완료
MTG001464,EMP032,TL003,2025-07-30 13:30:00,30,교육 및 개발 기회 논의 | 차기 평가 준비 | 업무 진행 상황 점검,역량 개발 계획 수립 | 이번 달 내 실행,2025-09-03,4.9,완료
MTG001465,EMP032,TL003,2025-09-07 13:00:00,60,교육 및 개발 기회 논의 | 차기 평가 준비,목표 수정 | 다음 분기까지 검토,2025-10-06,4.5,완료
MTG001466,EMP032,TL003,2025-10-05 14:00:00,60,교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,다음 주까지 완료 | 교육 신청,2025-11-01,4.1,완료
MTG001467,EMP032,TL003,2025-11-08 10:00:00,60,차기 평가 준비 | 커리어 개발 논의 | 팀 협업 및 커뮤니케이션,피드백 반영,2025-12-09,4.5,완료
MTG001468,EMP033,TL003,2023-01-29 15:00:00,30,성과 목표 검토 및 조정 | 커리어 개발 논의 | 차기 평가 준비,역량 개발 계획 수립 | 이번 달 내 검토,2023-03-05,3.6,완료
MTG001469,EMP033,TL003,2023-02-16 16:30:00,60,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,이번 달 내 검토,2023-03-23,4.3,완료
MTG001470,EMP033,TL003,2023-03-14 10:00:00,45,업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담,피드백 반영,2023-04-16,4.9,완료
MTG001471,EMP033,TL003,2023-04-13 12:30:00,30,최근 프로젝트 피드백 | 개인 역량 개발 계획 | 업무 만족도 및 고충 상담,목표 수정,2023-05-18,4.1,완료
MTG001472,EMP033,TL003,2023-05-22 16:00:00,30,차기 평가 준비 | 팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,다음 분기까지 실행 | 프로젝트 배정,2023-06-25,3.5,완료
MTG001473,EMP033,TL003,2023-06-25 14:30:00,60,업무 관련 어려움 및 지원 사항 | 차기 평가 준비 | 업무 진행 상황 점검,프로젝트 배정,2023-07-28,3.9,완료
MTG001474,EMP033,TL003,2023-07-18 10:00:00,60,성과 목표 검토 및 조정 | 차기 평가 준비,프로젝트 배정 | 이번 달 내 실행,2023-08-21,4.4,완료
MTG001475,EMP033,TL003,2023-08-01 16:30:00,30,개인 역량 개발 계획 | 차기 평가 준비,프로젝트 배정 | 다음 분기까지 완료,2023-09-04,4.7,완료
MTG001476,EMP033,TL003,2023-09-26 14:30:00,60,교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검,교육 신청,2023-10-26,3.9,완료
MTG001477,EMP033,TL003,2023-10-08 16:00:00,60,차기 평가 준비 | 교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,다음 주까지 실행 | 목표 수정,2023-11-06,3.9,완료
MTG001478,EMP033,TL003,2023-11-19 11:00:00,45,커리어 개발 논의 | 차기 평가 준비,역량 개발 계획 수립 | 이번 달 내 완료,2023-12-15,4.6,완료
MTG001479,EMP033,TL003,2023-11-27 11:00:00,45,최근 프로젝트 피드백 | 업무 만족도 및 고충 상담,다음 분기까지 검토 | 프로젝트 배정,2024-01-01,4.9,완료
MTG001480,EMP033,TL003,2023-12-28 12:00:00,60,업무 관련 어려움 및 지원 사항 | 커리어 개발 논의 | 팀 협업 및 커뮤니케이션,다음 주까지 실행 | 목표 수정,2024-01-25,4.6,완료
MTG001481,EMP033,TL003,2024-02-06 15:30:00,60,차기 평가 준비 | 개인 역량 개발 계획 | 최근 프로젝트 피드백,교육 신청,2024-03-05,4.5,완료
MTG001482,EMP033,TL003,2024-03-21 10:30:00,45,최근 프로젝트 피드백 | 차기 평가 준비,다음 분기까지 완료 | 목표 수정,2024-04-23,4.5,완료
MTG001483,EMP033,TL003,2024-04-14 15:30:00,45,업무 만족도 및 고충 상담 | 차기 평가 준비 | 최근 프로젝트 피드백,목표 수정,2024-05-17,4.9,완료
MTG001484,EMP033,TL003,2024-05-03 15:30:00,45,팀 협업 및 커뮤니케이션 | 업무 만족도 및 고충 상담,다음 분기까지 검토,2024-05-29,3.6,완료
